ID	NAME	TYPE	MASS	VOLUME	ICONPATH
650556743	Rare Freight Flat Hover Engine l	object	1702	619.2	resources_generated/elements/engines/engine-hover-under_001_l/icons/env_engine-hover-under_001_l_icon.png
650556760	Exotic Freight Flat Hover Engine l	object	1702	619.2	resources_generated/elements/engines/engine-hover-under_001_l/icons/env_engine-hover-under_001_l_icon.png
650616667	Wingtip M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
650753693	Exotic Military Vertical Booster m	object	530.6	105.2	resources_generated/elements/engines/engine-atmospheric-vertical-booster_001_m/icons/env_engine-atmospheric-vertical-booster_001_m_icon.png
650753694	Rare Military Vertical Booster m	object	530.6	105.2	resources_generated/elements/engines/engine-atmospheric-vertical-booster_001_m/icons/env_engine-atmospheric-vertical-booster_001_m_icon.png
650753695	Advanced Military Vertical Booster m	object	530.6	105.2	resources_generated/elements/engines/engine-atmospheric-vertical-booster_001_m/icons/env_engine-atmospheric-vertical-booster_001_m_icon.png
651118123	Exotic Agile Railgun L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
651118947	Rare Agile Railgun L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
651119010	Advanced Agile Railgun L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
651688417	Lithium Cobaltate product Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
652519039	Green Scandium Panel	worldMaterial	29.85	10	resources_generated/iconsLib/materialslib/env_scandium-panel-hc-green_icon.png
653040002	Uncommon Safe Atmospheric Engine XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
654992544	Cannon Heavy Kinetic Ammo S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
655747339	Painted Yellow Maraging Steel	worldMaterial	82.3	10	resources_generated/iconsLib/materialslib/env_maraging-steel-painted-hc-yellow_icon.png
657041839	Matte white plastic	worldMaterial	14	10	resources_generated/env/voxel/hc/plastic-matt-hc/icons/env_plastic-matt-hc_icon_white.png
658299132	Kinetic Ammo l	object	0	1	
658469742	Painted Orange Duralumin	worldMaterial	28	10	resources_generated/iconsLib/materialslib/env_duralumin-painted-hc-orange_icon.png
660331373	White Stainless Steel Panel	worldMaterial	77.5	10	resources_generated/iconsLib/materialslib/env_stainless-steel-panel-hc-white_icon.png
661020309	Dark Gray Copper Panel	worldMaterial	89.6	10	resources_generated/iconsLib/materialslib/env_copper-panel-hc-darkgray_icon.png
661435859	Kinetic Ammo	none	0	0	
661763142	Core Units	object	400	0	
663710403	Armored Window S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
667326356	Canopy Windshield triangle L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
668043835	Painted Military Vanadium	worldMaterial	60	10	resources_generated/iconsLib/materialslib/env_vanadium-painted-hc-military_icon.png
669892125	Mud	worldMaterial	1.5	1	resources_generated/env/voxel/worlds/swamp-water-black-soil-wet_001/icons/env_swamp-water-black-soil-wet_001_icon.png
670475895	Space Engines M m	object	400	0	
670500074	Cannon Agile Kinetic Ammo S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
671997275	Railgun Heavy Electromagnetic Ammo xs	object	2.94	10	resources_generated/elements/ammos/ammo-railgun-electromagnetic_001/icons/env_ammo-railgun-electromagnetic_001_icon.png
673123778	Antimatter Ammo	none	0	0	
675522027	Rare Mobile Panel XL Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
675528616	Rare Mobile Panel XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
676012472	Uncommon Military Atmospheric Engine xs	object	100	22.6	resources_generated/elements/engines/engine-atmospheric-military_001_xs/icons/env_engine-atmospheric-military_001_xs_icon.png
676285710	Exotic Mobile Panel XL Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
676296349	Exotic Mobile Panel XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
676471117	Magnets	object	0	0	
677295433	Radar L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
677591159	Long Light m	object	79.34	21.6	resources_generated/elements/lights/light-quad_001_m/icons/env_light-quad_001_m_icon.png
678611231	Uncommon Optimised Container m	object	5937	1873	resources_generated/elements/containers/container-legacy_001/icons/env_container-legacy_001_icon.png
678757782	White pattern wood	worldMaterial	15	10	resources_generated/env/voxel/hc/wood-tile-hc/icons/env_wood-tile-hc_icon_white.png
678935623	Advanced Mobile Panel XL Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
678938148	Advanced Mobile Panel XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
679000348	Cockpit Controller Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
679257438	Basic Mobile Panel XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
679263949	Basic Mobile Panel XL Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
679378436	Advanced Agile Laser l	object	18375	3221	resources_generated/elements/cannons/cannon-laser-tower-agile_001_l/icons/env_cannon-laser-tower-agile_001_l_icon.png
679378437	Rare Agile Laser l	object	18375	3221	resources_generated/elements/cannons/cannon-laser-tower-agile_001_l/icons/env_cannon-laser-tower-agile_001_l_icon.png
679378438	Exotic Agile Laser l	object	18375	3221	resources_generated/elements/cannons/cannon-laser-tower-agile_001_l/icons/env_cannon-laser-tower-agile_001_l_icon.png
682512132	Emergency Controllers	none	0	0	
683318424	Hovercraft Seat Controller Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
684853120	Advanced Agile Cannon xs	object	190	35	resources_generated/elements/cannons/cannon-heavy-tower-agile_001_xs/icons/env_cannon-heavy-tower-agile_001_xs_icon.png
684853150	Exotic Agile Cannon xs	object	190	35	resources_generated/elements/cannons/cannon-heavy-tower-agile_001_xs/icons/env_cannon-heavy-tower-agile_001_xs_icon.png
684853151	Rare Agile Cannon xs	object	190	35	resources_generated/elements/cannons/cannon-heavy-tower-agile_001_xs/icons/env_cannon-heavy-tower-agile_001_xs_icon.png
690515751	Missile Agile Kinetic Ammo XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
690643396	Rare Precision Railgun xs	object	232	36	resources_generated/elements/cannons/cannon-railgun-precision_001_xs/icons/env_cannon-railgun-precision_001_xs_icon.png
690643397	Advanced Precision Railgun xs	object	232	36	resources_generated/elements/cannons/cannon-railgun-precision_001_xs/icons/env_cannon-railgun-precision_001_xs_icon.png
690643419	Exotic Precision Railgun xs	object	232	36	resources_generated/elements/cannons/cannon-railgun-precision_001_xs/icons/env_cannon-railgun-precision_001_xs_icon.png
695039310	Canopy Windshield corner s	object	2.5	3	resources_generated/elements/canopies/canopy-corner_001_m/icons/env_canopy-corner_001_m_icon.png
698224348	Long Light S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
700746008	Plastic Honeycomb	worldMaterial	14	10	
701813015	Missile Agile Kinetic Ammo M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
701900055	Polished dark blue steel	worldMaterial	80.5	10	resources_generated/env/voxel/hc/steel-bright-hc/icons/env_steel-bright-hc_icon_blue-dark.png
701900079	Polished light blue steel	worldMaterial	80.5	10	resources_generated/env/voxel/hc/steel-bright-hc/icons/env_steel-bright-hc_icon_blue-light.png
701947611	Uncommon Military Space Engine xl	object	126239	17149	resources_generated/elements/engines/engine-space-military_001_xl/icons/env_engine-space-military_001_xl_icon.png
702425135	Uncommon Freight Space Engine XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
703994582	Item Containers	object	10	0	
705344663	Manganese Reinforced Glass product Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
705600140	Pure Hydrogen Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
707553990	Green Gold Panel	worldMaterial	140	10	resources_generated/iconsLib/materialslib/env_gold-panel-hc-green_icon.png
708620807	Glossy red plastic	worldMaterial	14	10	resources_generated/env/voxel/hc/plastic-bright-hc/icons/env_plastic-bright-hc_icon_red.png
708864066	Rare Heavy Missile l	object	20125	3364	resources_generated/elements/cannons/cannon-missile-launcher-heavy_001_l/icons/env_cannon-missile-launcher-heavy_001_l_icon.png
708864067	Exotic Heavy Missile l	object	20125	3364	resources_generated/elements/cannons/cannon-missile-launcher-heavy_001_l/icons/env_cannon-missile-launcher-heavy_001_l_icon.png
708864069	Advanced Heavy Missile l	object	20125	3364	resources_generated/elements/cannons/cannon-missile-launcher-heavy_001_l/icons/env_cannon-missile-launcher-heavy_001_l_icon.png
710149133	Advanced Optical Sensor S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
710150305	Rare Optical Sensor M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
710150759	Rare Optical Sensor L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
710154384	Advanced Optical Sensor M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
710154838	Advanced Optical Sensor L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
710157615	Exotic Optical Sensor S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
710161468	Rare Optical Sensor S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
710163316	Exotic Optical Sensor L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
710163378	Exotic Optical Sensor M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
710173735	Basic Optical Sensor S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
710175367	Uncommon Optical Sensor L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
710175430	Uncommon Optical Sensor M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
710179511	Basic Optical Sensor M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
710180214	Basic Optical Sensor L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
710186070	Uncommon Optical Sensor S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
710193240	Basic Atmospheric Engine xs	object	100	22.6	resources_generated/elements/engines/engine-atmospheric_001_xs/icons/env_engine-atmospheric_001_xs_icon.png
710390982	Painted Yellow Silver	worldMaterial	104.9	10	resources_generated/iconsLib/materialslib/env_silver-painted-hc-yellow_icon.png
710900812	Sand	worldMaterial	1.6	1	resources_generated/env/voxel/worlds/sand-beach-wet_001/icons/env_sand-beach-wet_001_icon.png
711350905	Rock	worldMaterial	2.5	1	resources_generated/env/voxel/worlds/snow-rock_001/icons/env_snow-rock_001_icon.png
711588165	Railgun Heavy Electromagnetic Ammo m	object	20.06	250	resources_generated/elements/ammos/ammo-railgun-electromagnetic_001/icons/env_ammo-railgun-electromagnetic_001_icon.png
712447214	Repulsor 8	object	400	0	resources_generated/elements/repulsors/repulsor_001_m/icons/env_repulsor_001_m_icon.png
717815169	Sand	worldMaterial	1.6	1	resources_generated/env/voxel/worlds/rock-lava-icelandic-porous_001/icons/env_rock-lava-icelandic-porous_001_icon.png
718831953	Screen XL Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
720763791	Uncommon Freight Atmospheric Engine XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
722653143	Urinal Unit Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
722668837	Manganese Scrap Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
724331976	Gray Calcium Panel	worldMaterial	15.5	10	resources_generated/iconsLib/materialslib/env_calcium-panel-hc-gray_icon.png
726551231	Cannon Heavy Thermic Ammo xs	object	1.19	1	resources_generated/elements/ammos/ammo-cannon-heavy-thermic_001/icons/env_ammo-cannon-heavy-thermic_001_icon.png
729837047	Galvanized gray Titanium	worldMaterial	45	10	resources_generated/env/voxel/hc/titanium-matt-hc/icons/env_titanium-matt-hc_icon_gray.png
731604575	Generic Control Units	none	0	0	
732276931	White Duralumin Panel	worldMaterial	28	10	resources_generated/iconsLib/materialslib/env_duralumin-panel-hc-white_icon.png
732292358	Antimatter cores	object	0	0	
732613235	Medium Vertical Boosters	none	0	0	
732881629	Toggles	object	1000	0	
733119373	Rare Active Shield Generator L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
734351314	Painted Gray Maraging Steel	worldMaterial	82.3	10	resources_generated/iconsLib/materialslib/env_maraging-steel-painted-hc-gray_icon.png
734794690	Military Cobalt Panel	worldMaterial	89	10	resources_generated/iconsLib/materialslib/env_cobalt-panel-hc-military_icon.png
735847310	Aged orange pattern steel	worldMaterial	80.5	10	resources_generated/env/voxel/hc/steel-tile-hc/icons/env_steel-tile-hc_icon_orange-dark.png
735847318	Stained orange pattern steel	worldMaterial	80.5	10	resources_generated/env/voxel/hc/steel-tile-hc/icons/env_steel-tile-hc_icon_orange-light.png
736740615	Receiver m	object	12664.06	2533.56	resources_generated/elements/transformers/transformer-receiver_001_m/icons/env_transformer-receiver_001_m_icon.png
737004170	Railguns XS	none	0	0	
741980535	Sliding Door m	object	1006.01	151.8	resources_generated/elements/doors/door-sliding_001_l/icons/env_door-sliding_001_l_icon.png
742355532	Sand	worldMaterial	1.6	1	resources_generated/env/voxel/worlds/sandy-beach-rock_001/icons/env_sandy-beach-rock_001_icon.png
743238310	Aged Iron	worldMaterial	78.5	10	resources_generated/iconsLib/materialslib/env_iron-aged-hc_icon.png
744880718	Stasis Weapon Unit	object	400	0	
746478665	Painted Military Inconel	worldMaterial	84.97	10	resources_generated/iconsLib/materialslib/env_inconel-painted-hc-military_icon.png
746616599	Matte light green marble (cold)	worldMaterial	27	10	resources_generated/env/voxel/hc/marble-matt-hc/icons/env_marble-matt-hc_icon_green-cold-light.png
746616607	Matte dark green marble (cold)	worldMaterial	27	10	resources_generated/env/voxel/hc/marble-matt-hc/icons/env_marble-matt-hc_icon_green-cold-dark.png
747269514	Missiles M	none	0	0	
751110399	Cannons L	none	0	0	
751273743	Painted Yellow Lithium	worldMaterial	5.3	10	resources_generated/iconsLib/materialslib/env_lithium-painted-hc-yellow_icon.png
751442304	Matte dark brick 1	worldMaterial	6	10	resources_generated/env/voxel/hc/brick-matt-hc/icons/env_brick-matt-hc_icon_brick-01-dark.png
751442361	Matte light brick 2	worldMaterial	6	10	resources_generated/env/voxel/hc/brick-matt-hc/icons/env_brick-matt-hc_icon_brick-02-light.png
751442369	Matte dark brick 2	worldMaterial	6	10	resources_generated/env/voxel/hc/brick-matt-hc/icons/env_brick-matt-hc_icon_brick-02-dark.png
751442433	Matte dark brick 3	worldMaterial	6	10	resources_generated/env/voxel/hc/brick-matt-hc/icons/env_brick-matt-hc_icon_brick-03-dark.png
751442488	Matte light brick 4	worldMaterial	6	10	resources_generated/env/voxel/hc/brick-matt-hc/icons/env_brick-matt-hc_icon_brick-04-light.png
751442496	Matte dark brick 4	worldMaterial	6	10	resources_generated/env/voxel/hc/brick-matt-hc/icons/env_brick-matt-hc_icon_brick-04-dark.png
751442552	Matte light brick 1	worldMaterial	6	10	resources_generated/env/voxel/hc/brick-matt-hc/icons/env_brick-matt-hc_icon_brick-01-light.png
751442681	Matte light brick 3	worldMaterial	6	10	resources_generated/env/voxel/hc/brick-matt-hc/icons/env_brick-matt-hc_icon_brick-03-light.png
752012123	Polished yellow marble (cold)	worldMaterial	27	10	resources_generated/env/voxel/hc/marble-bright-hc/icons/env_marble-bright-hc_icon_yellow-cold.png
752542080	Pure Titanium	material	4.51	1	resources_generated/env/voxel/ingots/titanium-ingot/icons/env_titanium-ingot_icon.png
755131074	Cannon Kinetic Ammo M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
755198884	Black Fluorine Panel	worldMaterial	16.96	10	resources_generated/iconsLib/materialslib/env_fluorine-panel-hc-black_icon.png
757286676	Matte light green plastic	worldMaterial	14	10	resources_generated/env/voxel/hc/plastic-matt-hc/icons/env_plastic-matt-hc_icon_green-light.png
757286684	Matte dark green plastic	worldMaterial	14	10	resources_generated/env/voxel/hc/plastic-matt-hc/icons/env_plastic-matt-hc_icon_green-dark.png
758403535	Rare Phased-Array Space Radar S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
758404622	Advanced Phased-Array Space Radar S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
758404748	Exotic Phased-Array Space Radar S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
759614482	Matte white marble	worldMaterial	27	10	resources_generated/env/voxel/hc/marble-matt-hc/icons/env_marble-matt-hc_icon_white.png
759917389	Painted White Cobalt	worldMaterial	89	10	resources_generated/iconsLib/materialslib/env_cobalt-painted-hc-white_icon.png
760293190	Uncommon Freight Space Engine XL Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
761403344	Snow	worldMaterial	0.9	1	resources_generated/env/voxel/worlds/snow-grass_001/icons/env_snow-grass_001_icon.png
761973938	Dark Gray Al-Li Panel	worldMaterial	25	10	resources_generated/iconsLib/materialslib/env_al-li-panel-hc-darkgray_icon.png
762000257	Receivers	object	1000	0	
764397251	Fuel Intake xs	object	4.12	2	resources_generated/elements/fuelintakes/fuelintake-grey_001_s/icons/env_fuelintake-grey_001_s_icon.png
765475980	Sky Chromium Panel	worldMaterial	71.9	10	resources_generated/iconsLib/materialslib/env_chromium-panel-hc-sky_icon.png
765548691	Ice Chromium Panel	worldMaterial	71.9	10	resources_generated/iconsLib/materialslib/env_chromium-panel-hc-ice_icon.png
765672717	Red Chromium Panel	worldMaterial	71.9	10	resources_generated/iconsLib/materialslib/env_chromium-panel-hc-red_icon.png
767916091	Canopy Metal corner s	object	136.61	24	resources_generated/elements/canopies/canopy-corner-metal_001_m/icons/env_canopy-corner-metal_001_m_icon.png
768045420	Glossy Chromium	worldMaterial	71.9	10	resources_generated/iconsLib/materialslib/env_chromium-glossy-hc_icon.png
768416326	Uncommon Scraps	object	0	0	
770637974	Painted Military Sc-Al	worldMaterial	28.5	10	resources_generated/iconsLib/materialslib/env_sc-al-painted-hc-military_icon.png
770773323	Wood product	material	0.6	1	resources_generated/elements/products/product-wood_001/icons/env_product-wood_001_icon.png
771398331	Rare Industry	none	0	0	
771398332	Advanced Industry	none	0	0	
771398333	Uncommon Industry	none	0	0	
771398334	Basic Industry	none	0	0	
772793296	Stained red pattern marble (cold)	worldMaterial	27	10	resources_generated/env/voxel/hc/marble-tile-hc/icons/env_marble-tile-hc_icon_red-cold-light.png
772793304	Aged red pattern marble (cold)	worldMaterial	27	10	resources_generated/env/voxel/hc/marble-tile-hc/icons/env_marble-tile-hc_icon_red-cold-dark.png
773467906	Space Fuel Tank m	object	988.67	499.2	resources_generated/elements/fueltanks/fueltank-space-radial_001_m/icons/env_fueltank-space-radial_001_m_icon.png
774130122	Repair Unit	object	25590	4366	resources_generated/elements/repair-units/repair-unit_001/icons/env_repair-unit_001_icon.png
775852964	Snow	worldMaterial	0.9	1	resources_generated/env/voxel/worlds/snow_001/icons/env_snow_001_icon.png
776548890	Railgun electromagnetic Ammo deprecated l	object	0	1250	resources_generated/iconsLib/elementslib/missingmesh.png
776548892	Railgun thermic Ammo deprecated l	object	0	1250	resources_generated/iconsLib/elementslib/missingmesh.png
776548893	Railgun antimatter Ammo deprecated l	object	0	1250	resources_generated/iconsLib/elementslib/missingmesh.png
776548895	Railgun kinetic Ammo deprecated l	object	0	1250	resources_generated/iconsLib/elementslib/missingmesh.png
778071808	Repair Tool	none	0	0	resources_generated/iconsLib/misclib/repairtool.png
778894364	White Gold Panel	worldMaterial	140	10	resources_generated/iconsLib/materialslib/env_gold-panel-hc-white_icon.png
780932267	Painted White Mangalloy	worldMaterial	78.33	10	resources_generated/iconsLib/materialslib/env_mangalloy-painted-hc-white_icon.png
783555860	Laser Receiver	object	9.93	5	resources_generated/elements/detectors/detector-laser_001/icons/env_detector-laser_001_icon.png
787207321	Headlight	object	79.34	21.6	resources_generated/elements/lights/light-headlight_001/icons/env_light-headlight_001_icon.png
787513089	Square Light L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
788801142	Basic Ore Scanner xl	object	1793.53	2700.5	resources_generated/elements/functional-parts/functional-part-ore-scanner_001/icons/env_functional-part-ore-scanner_001_icon.png
788801151	Basic Ore Scanner xs	object	2.07	2.9	resources_generated/elements/functional-parts/functional-part-ore-scanner_001/icons/env_functional-part-ore-scanner_001_icon.png
788805607	Uncommon Ore Scanner xl	object	1867	2702.9	resources_generated/elements/functional-parts/functional-part-ore-scanner_001/icons/env_functional-part-ore-scanner_001_icon.png
788805614	Uncommon Ore Scanner xs	object	3.94	5.3	resources_generated/elements/functional-parts/functional-part-ore-scanner_001/icons/env_functional-part-ore-scanner_001_icon.png
788826579	Advanced Ore Scanner xs	object	5.89	7.7	resources_generated/elements/functional-parts/functional-part-ore-scanner_001/icons/env_functional-part-ore-scanner_001_icon.png
788826580	Advanced Ore Scanner xl	object	1934.72	2702.9	resources_generated/elements/functional-parts/functional-part-ore-scanner_001/icons/env_functional-part-ore-scanner_001_icon.png
788830658	Rare Ore Scanner xs	object	5.23	7.3	resources_generated/elements/functional-parts/functional-part-ore-scanner_001/icons/env_functional-part-ore-scanner_001_icon.png
788830661	Rare Ore Scanner xl	object	1992.54	2702.9	resources_generated/elements/functional-parts/functional-part-ore-scanner_001/icons/env_functional-part-ore-scanner_001_icon.png
788916721	Exotic Ore Scanner xs	object	4.52	6.9	resources_generated/elements/functional-parts/functional-part-ore-scanner_001/icons/env_functional-part-ore-scanner_001_icon.png
788916726	Exotic Ore Scanner xl	object	1981.9	2702.5	resources_generated/elements/functional-parts/functional-part-ore-scanner_001/icons/env_functional-part-ore-scanner_001_icon.png
788954187	Holograms	none	0	0	
789110817	Columbite	material	5.38	1	resources_generated/env/voxel/ore/niobium-ore/icons/env_niobium-ore_icon.png
790956353	Advanced Military Atmospheric Engine m	object	3000	619.2	resources_generated/elements/engines/engine-atmospheric-military_001_m/icons/env_engine-atmospheric-military_001_m_icon.png
790956382	Rare Military Atmospheric Engine m	object	3000	619.2	resources_generated/elements/engines/engine-atmospheric-military_001_m/icons/env_engine-atmospheric-military_001_m_icon.png
790956383	Exotic Military Atmospheric Engine m	object	3000	619.2	resources_generated/elements/engines/engine-atmospheric-military_001_m/icons/env_engine-atmospheric-military_001_m_icon.png
792279424	Uncommon Gas Cylinder xl	object	12245.9	7429.6	resources_generated/elements/functional-parts/functional-part-gaz-cylindre_001/icons/env_functional-part-gaz-cylindre_001_icon.png
792279435	Uncommon Gas Cylinder xs	object	29.78	18.4	resources_generated/elements/functional-parts/functional-part-gaz-cylindre_001/icons/env_functional-part-gaz-cylindre_001_icon.png
792299441	Basic Gas Cylinder xl	object	12460.88	7420.8	resources_generated/elements/functional-parts/functional-part-gaz-cylindre_001/icons/env_functional-part-gaz-cylindre_001_icon.png
792299450	Basic Gas Cylinder xs	object	15.68	9.6	resources_generated/elements/functional-parts/functional-part-gaz-cylindre_001/icons/env_functional-part-gaz-cylindre_001_icon.png
792303394	Rare Gas Cylinder xl	object	12373.85	7429.6	resources_generated/elements/functional-parts/functional-part-gaz-cylindre_001/icons/env_functional-part-gaz-cylindre_001_icon.png
792303401	Rare Gas Cylinder xs	object	40.23	26.4	resources_generated/elements/functional-parts/functional-part-gaz-cylindre_001/icons/env_functional-part-gaz-cylindre_001_icon.png
792315701	Exotic Gas Cylinder xl	object	14339.36	7428.8	resources_generated/elements/functional-parts/functional-part-gaz-cylindre_001/icons/env_functional-part-gaz-cylindre_001_icon.png
792315708	Exotic Gas Cylinder xs	object	37.29	25.6	resources_generated/elements/functional-parts/functional-part-gaz-cylindre_001/icons/env_functional-part-gaz-cylindre_001_icon.png
792323923	Advanced Gas Cylinder xl	object	11909.35	7429.6	resources_generated/elements/functional-parts/functional-part-gaz-cylindre_001/icons/env_functional-part-gaz-cylindre_001_icon.png
792323928	Advanced Gas Cylinder xs	object	43.92	27.2	resources_generated/elements/functional-parts/functional-part-gaz-cylindre_001/icons/env_functional-part-gaz-cylindre_001_icon.png
793550354	Painted Dark Gray Stainless Steel	worldMaterial	77.5	10	resources_generated/iconsLib/materialslib/env_stainless-steel-painted-hc-darkgray_icon.png
794666748	Uncommon Component	object	2.34	0.5	resources_generated/elements/intermediary-parts/intermediary-part-component_001/icons/env_intermediary-part-component_001_icon.png
794666749	Basic Component	object	2.25	0.5	resources_generated/elements/intermediary-parts/intermediary-part-component_001/icons/env_intermediary-part-component_001_icon.png
794666751	Advanced Component	object	2.51	0.5	resources_generated/elements/intermediary-parts/intermediary-part-component_001/icons/env_intermediary-part-component_001_icon.png
795112228	Painted Sky Copper	worldMaterial	89.6	10	resources_generated/iconsLib/materialslib/env_copper-painted-hc-sky_icon.png
795114695	Painted Red Copper	worldMaterial	89.6	10	resources_generated/iconsLib/materialslib/env_copper-painted-hc-red_icon.png
795144047	Painted Ice Copper	worldMaterial	89.6	10	resources_generated/iconsLib/materialslib/env_copper-painted-hc-ice_icon.png
795201108	Gray Steel Panel	worldMaterial	80.5	10	resources_generated/iconsLib/materialslib/env_steel-panel-hc-gray_icon.png
796456746	Rare Defense Laser xs	object	118	39	resources_generated/elements/cannons/cannon-laser-tower-defense_001_xs/icons/env_cannon-laser-tower-defense_001_xs_icon.png
796456747	Exotic Defense Laser xs	object	118	39	resources_generated/elements/cannons/cannon-laser-tower-defense_001_xs/icons/env_cannon-laser-tower-defense_001_xs_icon.png
796456749	Advanced Defense Laser xs	object	118	39	resources_generated/elements/cannons/cannon-laser-tower-defense_001_xs/icons/env_cannon-laser-tower-defense_001_xs_icon.png
796488744	Matte red plastic (cold)	worldMaterial	14	10	resources_generated/env/voxel/hc/plastic-matt-hc/icons/env_plastic-matt-hc_icon_red-cold.png
797832371	Stainless Steel Honeycomb Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
798367766	Canopy Metal tilted l	object	5917.28	1074	resources_generated/elements/canopies/canopy-angle-metal_001_m/icons/env_canopy-angle-metal_001_m_icon.png
798990140	Very Small Aphelia Mission Package	object	1500	3000	resources_generated/iconsLib/misclib/misc_unknown.png
799639282	xl	object	86627.42	21000	resources_generated/elements/containers/container-mission-aphelia_001_xxl/icons/env_container-mission-aphelia_001_xxl_icon.png
803307411	Elevators	object	400	0	
804042991	Firework sparks blue	object	12.508	1	resources_generated/elements/fireworks/firework-shower-blue_001/icons/env_firework-shower-blue_001_icon.png
